p
23607.12498
21616.11335
45872.40227
47878.61326
53059.60936
50458.96878
51806.71094
20851.39838
22059.05082
34726.42966
40071.58594
53837.07416
47570.08593
51343.89836
16499.60159
43792.51565
45487.17191
45353.93754
25411.4766
23297.21091
21983.16215
49008.39835
47617.05472
31530.55465
18570.55864
24546.38868
23414.02536
21449.81045
44789.94142
46909.21884
52052.6406
49513.59376
50888.93746
20697.62107
21882.83013
34322.45702
39542.07031
52820.58591
46452.4883
50399.35938
16321.10352
42884.95309
44509.89837
44605.21095
25176.76372
23103.85161
21812.46884
48137.37501
46836.96095
30434.10943
17619.63091
24337.5156
23220.93355
21283.51373
43707.51947
45939.85554
51045.69534
48568.24225
49971.18749
20543.84772
21706.61329
33918.49613
39012.57028
51804.13283
45334.92968
49454.84765
16142.6094
41977.42185
43532.64843
43856.51556
24942.05662
22910.50202
21641.78323
47266.37113
46056.89057
29337.69532
16668.73237
24128.6484
23027.83982
21117.21884
42625.09378
44970.48828
50038.75779
47622.89449
49053.44532
20390.07416
21530.39453
33514.53129
38483.07035
50787.67974
44217.36722
48510.33977
15964.11619
41069.8828
42555.40235
43107.81642
24707.35165
22717.15042
21471.09569
46395.37109
45276.81635
28241.2813
15717.832
23919.7813
22834.73828
20950.91604
41542.63668
44001.09377
49031.78913
46677.51947
48135.67194
20236.29493
21354.17384
33110.55864
37953.55471
49771.19535
43099.76949
47565.79694
15785.61619
40162.32025
41578.1289
42359.09377
24472.63279
22523.79303
21300.40431
45524.34765
44496.72267
27144.83588
14766.90427
23710.91025
22641.64455
20784.61912
40460.20704
43031.73046
48024.85158
45732.17191
47217.92187
20082.5234
21177.957
32706.59958
37424.05083
48754.73831
41982.20702
46621.28906
15607.12298
39254.78911
40600.87886
41610.39453
24237.92772
22330.44143
21129.71485
44653.34377
43716.64835
26048.42187
13816.00491
23502.04102
22448.54686
20618.31835
39377.75003
42062.33595
47017.87886
44786.7969
46300.15234
19928.74407
21001.73438
32302.62299
36894.53915
47738.24996
40864.6094
45676.74998
15428.624
38347.22655
39623.60157
40861.67188
24003.21484
22137.08587
20959.02336
43782.31637
42936.55467
24951.97664
12865.07617
23293.16805
22255.4512
20452.02335
38295.32424
41092.97274
46010.94141
43841.44924
45382.40227
19774.96879
20825.51764
31898.6621
36365.03517
46721.79688
39747.04693
44732.2422
15250.12988
37439.69136
38646.35548
40112.97275
23768.50784
21943.73244
20788.33785
42911.31644
42156.48045
23855.56253
11914.17772
23084.30085
22075.28907
20298.07623
39959.97656
33039.25391
45345.0938
42694.31639
44396.13674
20394.50784
19335.91987
23683.08012
42608.25002
39102.38283
44108.02731
40158.19916
43356.36715
32655.8242
36368.19144
36843.23445
44584.02733
19057.0762
19962.42379
20125.09774
41769.34772
38175.58585
12439.73925
39360.96879
21899.57622
20144.78316
36130.4453
33030.68364
44292.17972
41491.17584
40975.29693
18957.33015
19730.97854
23683.15227
44256.39842
44713.19138
42763.63282
43518.63275
25715.98052
36931.69533
40246.53906
39120.43753
30922.69139
20410.03519
19032.1387
31384.98629
40386.3633
10187.77441
36765.77341
43473.25
21723.85942
19991.48441
35047.98444
41791.89841
43366.57422
40753.13285
40446.40232
18821.72275
19583.45309
23479.32234
43657.26167
44233.74995
43516.4492
42885.41017
24732.10555
31475.2461
39420.10155
38621.10165
30591.85939
20252.41989
18894.99612
31057.68365
38256.75782
9162.148472
30323.49222
42934.98829
21548.14839
19838.19144
33965.55855
41160.33593
43050.96884
34911.73829
40596.62109
18704.24016
19318.53706
22090.98046
42750.96882
43555.36327
40622.71086
42306.21479
172.8632871
32593.59768
38736.80081
36793.25782
25990.56448
20047.14446
20362.39055
24524.82814
38206.57813
12309.32232
36789.51953
38383.707
21372.43746
19684.89837
32883.13276
37887.20315
42174.40231
39516.35554
39388.64845
18550.51757
19288.4102
23071.6719
42459.01167
42954.03911
41320.24614
41696.49606
22764.41407
35897.0156
38123.68749
37622.45704
29930.21879
19937.19529
18620.71877
30403.0977
36953.1055
7110.958508
33159.57421
41858.49224
21196.71884
19531.60165
31800.67971
36159.92185
40830.33976
38760.24225
37265.2852
18366.7051
19373.998
24045.54488
36244.15626
42300.34381
28994.68364
40908.82418
19798.60943
34693.95307
37936.05862
35596.60552
28047.42185
31940.10159
18666.38088
27117.99023
37772.91412
4911.461472
32443.50202
32436.17582
21021.00984
19378.30665
27406.48834
39135.55856
41191.00387
39428.66412
40772.42969
18545.95896
19496.0234
20180.36718
39542.32808
41669.77341
23720.92379
40133.35944
6397.368177
26687.86722
